n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score
CTC1,80169,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.464
GPI,2821,NDUFB1,4707,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,SRC,6714,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85
GPI,2821,PTPRZ1,5803,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,PTK6,5753,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,TYK2,7297,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,MAP2K2,5605,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,INPP1,3628,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,SKP2,6502,K562,31300006,CRISPR/CRISPRi,0.85
GPI,2821,PRKCZ,5590,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,LCK,3932,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.85
GPI,2821,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
GPI,2821,STMN1,3925,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
GPI,2821,PIK3CG,5294,LAML,28319085,CRISPR/CRISPRi,0.85
GPI,2821,NDUFA4,4697,LAML,28319085,CRISPR/CRISPRi,0.85
KAT6A,7994,SLC22A2,6582,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,PDGFRA,5156,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,PTGS1,5742,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,PDGFRB,5159,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,ORM1,5004,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,NTRK1,4914,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,RET,5979,K562;K562,20609354,GenomeRNAi,0.512
KAT6A,7994,SLC22A1,6580,K562;K562,20609354,GenomeRNAi,0.512
BIRC7,79444,NAE1,8883,A375;A375;A375,23100467,GenomeRNAi,0.611
DPH1,1801,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.449
DPH1,1801,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.449
MZB1,51237,NAE1,8883,A375;A375;A375;A375,23100467,GenomeRNAi,0.629
KAT5,10524,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
NPNT,255743,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.44
GATA3,2625,RRM2,6241,A549;Hela,31300006,CRISPR/CRISPRi,0.85
GATA3,2625,PIK3R1,5295,A549,31300006,CRISPR/CRISPRi,0.85
GATA3,2625,WEE1,7465,HeLa,28319113,CRISPR/CRISPRi,0.85
GATA3,2625,PRKDC,5591,A549,31300006,CRISPR/CRISPRi,0.85
BCAT2,587,CDK5,1020,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,SLC16A8,23539,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,PTK6,5753,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,MMP25,64386,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,BCL2L1,598,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,PRODH,5625,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,FGFR2,2263,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,FABP4,2167,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,SLC5A5,6528,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,PRKDC,5591,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,POMC,5443,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,RPS6KA4,8986,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,CSK,1445,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,CNTFR,1271,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,TYK2,7297,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,SRC,6714,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,DMPK,1760,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,PARP1,142,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,MAP2K7,5609,LAML,28319085,CRISPR/CRISPRi,0.85
BCAT2,587,LTC4S,4056,LAML,28319085,CRISPR/CRISPRi,0.85
BCL2,596,SENP1,29843,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,PTPRF,5792,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,FANCF,2188,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,MCL1,4170,Meljuso,29251726,CRISPR/CRISPRi,0.85
BCL2,596,PARP2,10038,null,30682083,Drug Screen,0.75
BCL2,596,KIF5A,3798,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,CNGA3,1261,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,RRM1,6240,null,30682083,Drug Screen,0.75
BCL2,596,KCNQ4,9132,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,ALPK1,80216,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,CDK4,1019,A549,28319113,CRISPR/CRISPRi,0.85
BCL2,596,PEX1,5189,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,SOD2,6648,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,MOK,5891,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,KDR,3791,null,30682083,Drug Screen,0.75
BCL2,596,PDGFB,5155,null,30682083,Drug Screen,0.75
BCL2,596,FGFR3,2261,null,30682083,Drug Screen,0.75
BCL2,596,CD9,928,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,TUBB,203068,null,30682083,Drug Screen,0.75
BCL2,596,FGFR2,2263,null,30682083,Drug Screen,0.75
BCL2,596,C1S,716,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,SPHK1,8877,null,30682083,Drug Screen,0.75
BCL2,596,TAP2,6891,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,RFC5,5985,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,LCK,3932,null,30682083,Drug Screen,0.75
BCL2,596,PDGFA,5154,null,30682083,Drug Screen,0.75
BCL2,596,UBC,7316,786O,31300006,CRISPR/CRISPRi,0.85
BCL2,596,PARP1,142,null,30682083,Drug Screen,0.75
BCL2,596,HACE1,57531,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,FBXL14,144699,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,XRCC6,2547,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,PTPRD,5789,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,BUB1,699,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,PDE3A,5139,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,RAD9A,5883,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,ALDH5A1,7915,null,30682083,Drug Screen,0.75
BCL2,596,SMO,6608,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,HCFC1,3054,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,EEPD1,80820,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,RNF213,57674,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,GTSE1,51512,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,ADA2,51816,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,FGFR1,2260,null,30682083,Drug Screen,0.75
BCL2,596,BCL2L1,598,Meljuso,29251726,CRISPR/CRISPRi,0.85
BCL2,596,PTPN3,5774,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,CARS1,833,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,HECTD3,79654,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,LPAR1,1902,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,CBR1,873,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,HPS1,3257,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,ILK,3611,HeLa,17000754,GenomeRNAi,0.5
BCL2,596,PPP3CA,5530,HeLa,17000754,GenomeRNAi,0.5
ANAPC4,29945,NRAS,4893,DLD-1;DLD-1,19490893,GenomeRNAi,0.527
ANAPC4,29945,HRAS,3265,DLD-1;DLD-1,19490893,GenomeRNAi,0.527
GCLM,2730,NAE1,8883,A375;A375;A375;A375;A375,23100467,GenomeRNAi,0.638
AATF,26574,RPL5,6125,K562,31300006,CRISPR/CRISPRi,0.85
AATF,26574,NAE1,8883,A375;A375;A375,23100467,GenomeRNAi,0.611
AATF,26574,NUP54,53371,K562,31300006,CRISPR/CRISPRi,0.85
MED21,9412,NAE1,8883,A375;A375;A375;A375;A375;HCT116;HCT116,23100467,GenomeRNAi,0.647
PDHB,5162,TKT,7086,A549,31300006,CRISPR/CRISPRi,0.85
RPL17,6139,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.446
CA5A,763,PTGS1,5742,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP2C19,1557,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,SLC22A1,6580,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,RET,5979,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP2D6,1565,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP3A7,1551,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP3A5,1577,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CSF1R,1436,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP1A2,1544,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,PDGFRB,5159,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP3A4,1576,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,NTRK1,4914,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,ORM1,5004,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,SLC22A2,6582,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,DDR1,780,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,PDGFRA,5156,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,KIT,3815,K562;K562,20609354,GenomeRNAi,0.524
CA5A,763,CYP2C9,1559,K562;K562,20609354,GenomeRNAi,0.524
HSPA5,3309,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
HSPA5,3309,PTTG1,9232,Jurkat,31300006,CRISPR/CRISPRi,0.85
HSPA5,3309,SEC22B,9554,K562,31300006,CRISPR/CRISPRi,0.85
HSPA5,3309,PELO,53918,K562,31300006,CRISPR/CRISPRi,0.85
HSPA5,3309,MICOS10-NBL1,100532736,Jurkat,31300006,CRISPR/CRISPRi,0.85
DPP9,91039,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
ATG3,64422,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
BRD2,6046,HCRTR1,3061,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,EPRS1,2058,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,PARP1,142,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,SKP2,6502,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,MMP25,64386,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,PIK3CA,5290,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,CDK12,51755,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,HMGCR,3156,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,BSG,682,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,TPSAB1,7177,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,CDKN1A,1026,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,MASP2,10747,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,IGF1R,3480,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,GRB2,2885,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,UCK2,7371,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,FGFR3,2261,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,CYP4F12,66002,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,CSK,1445,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,LCK,3932,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,DCXR,51181,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,MAP2K5,5607,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,CIT,11113,K562,31300006,CRISPR/CRISPRi,0.85
BRD2,6046,CDK5,1020,LAML,28319085,CRISPR/CRISPRi,0.85
BRD2,6046,CARM1,10498,null,28319085,CRISPR/CRISPRi,0.85
ALDH5A1,7915,NAE1,8883,A375;A375;A375,23100467,GenomeRNAi,0.611
ESPL1,9700,NAE1,8883,A375;A375;A375;A375,23100467,GenomeRNAi,0.629
NEU1,4758,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.443
LSM3,27258,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.44
HLA-DRB5,3127,ORM1,5004,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,PDGFRA,5156,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,KIT,3815,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,RET,5979,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,SLC22A1,6580,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,PTGS1,5742,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,NTRK1,4914,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,PDGFRB,5159,K562;K562,20609354,GenomeRNAi,0.503
HLA-DRB5,3127,SLC22A2,6582,K562;K562,20609354,GenomeRNAi,0.503
H2BC8,8339,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.479
H2BC8,8339,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.479
H2BC8,8339,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.479
LIAS,11019,MED1,5469,K562,31300006,CRISPR/CRISPRi,0.85
LIAS,11019,PELO,53918,K562,31300006,CRISPR/CRISPRi,0.85
LIAS,11019,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
LIAS,11019,PRIM2,5558,K562,31300006,CRISPR/CRISPRi,0.85
AKAP8L,26993,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
SRSF7,6432,TUBGCP3,10426,K562,31300006,CRISPR/CRISPRi,0.85
SRSF7,6432,WDR61,80349,K562,31300006,CRISPR/CRISPRi,0.85
SRSF7,6432,XRN2,22803,K562,31300006,CRISPR/CRISPRi,0.85
SRSF7,6432,TRA2B,6434,K562,31300006,CRISPR/CRISPRi,0.85
NDUFA12,55967,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.446
C4orf54,285556,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.458
MBD4,8930,PDGFRA,5156,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,PDGFRB,5159,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,SLC22A1,6580,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,PTGS1,5742,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,ORM1,5004,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,NTRK1,4914,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,RET,5979,K562;K562;K562,20609354,GenomeRNAi,0.548
MBD4,8930,SLC22A2,6582,K562;K562;K562,20609354,GenomeRNAi,0.548
SHCBP1L,81626,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.461
SHCBP1L,81626,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.461
KLRC1,3821,MYC,4609,HMEC,22157079,GenomeRNAi,0.551
FBXW11,23291,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.44
FBXW11,23291,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.44
CDC23,8697,MRPS11,64963,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,MRPL10,124995,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,NCAPD2,9918,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,SKA3,221150,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,SPAG7,9552,Jurkat,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,METAP2,10988,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,GNL3L,54552,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,EIF4G2,1982,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,PELO,53918,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,FTSJ3,117246,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,PTTG1,9232,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,WDR61,80349,Jurkat,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,MED24,9862,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,NUP54,53371,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,NUDC,10726,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,REXO2,25996,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,MRPS9,64965,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,KCTD10,83892,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,TUBGCP3,10426,Jurkat,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,MRPL22,29093,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,CDC40,51362,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,GTF2H4,2968,Jurkat,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,MRPS5,64969,K562,31300006,CRISPR/CRISPRi,0.85
CDC23,8697,EIF3H,8667,K562,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,REXO2,25996,K562,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,TUBGCP3,10426,Jurkat,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,TTC4,7268,Jurkat,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,TRMT5,57570,Jurkat,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,SSBP1,6742,K562,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,SPAG7,9552,Jurkat,31300006,CRISPR/CRISPRi,0.85
PSMB7,5695,RAE1,8480,K562,31300006,CRISPR/CRISPRi,0.85
ADGRD2,347088,NAE1,8883,A375,23100467,GenomeRNAi,0.5
JAM2,58494,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
PKN2,5586,RRM1,6240,HeLa,17000754,GenomeRNAi,0.5
PKN2,5586,SLC29A1,2030,HeLa,17000754,GenomeRNAi,0.5
PKN2,5586,TYMS,7298,HeLa,17000754,GenomeRNAi,0.5
PKN2,5586,SLC29A2,3177,HeLa,17000754,GenomeRNAi,0.5
PKN2,5586,SLC28A1,9154,HeLa,17000754,GenomeRNAi,0.5
DHX58,79132,MYC,4609,HMEC,22157079,GenomeRNAi,0.551
RIOX1,79697,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
HDAC11,79885,NAE1,8883,A375;A375;A375;A375,23100467,GenomeRNAi,0.629
CD80,941,MYC,4609,HMEC,22157079,GenomeRNAi,0.554
MED6,10001,NAE1,8883,A375;A375;A375;A375;A375;HCT116,23100467,GenomeRNAi,0.644
ALAD,210,MAPK12,6300,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,EPRS1,2058,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,MAP3K4,4216,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,HCRTR1,3061,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,DOT1L,84444,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,RPS6KA4,8986,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,ERBB2,2064,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,PIK3CA,5290,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,HMGCR,3156,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,ATR,545,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,CHD1,1105,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,CDK5,1020,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,GPI,2821,null,28319085,CRISPR/CRISPRi,0.85
ALAD,210,NAE1,8883,HCT116,23100467,GenomeRNAi,0.5
ALAD,210,BSG,682,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,CAMK2G,818,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,NDUFA4,4697,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,NDUFB1,4707,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,NAGK,55577,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,NT5M,56953,LAML,28319085,CRISPR/CRISPRi,0.85
ALAD,210,GRB2,2885,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,CIT,11113,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,BCL2L1,598,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,TPSAB1,7177,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,CDK12,51755,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,BRD2,6046,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,IGF1R,3480,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,SKP2,6502,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,PRKDC,5591,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,PARP1,142,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,LIG1,3978,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,BRCA2,675,K562,31300006,CRISPR/CRISPRi,0.85
ALAD,210,PRKCD,5580,LAML,28319085,CRISPR/CRISPRi,0.85
CHD1L,9557,NAE1,8883,HCT116;HCT116,23100467,GenomeRNAi,0.575
FCGBP,8857,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.44
FCGBP,8857,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.44
FCGBP,8857,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.44
HMOX1,3162,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
FAM72B,653820,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.461
FAM72B,653820,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.461
FAM72B,653820,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.461
ADPRS,54936,HRAS,3265,DLD-1,19490893,GenomeRNAi,0.446
ADPRS,54936,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575
ADPRS,54936,NRAS,4893,DLD-1,19490893,GenomeRNAi,0.446
ADPRS,54936,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446
ABCC1,4363,PEX1,5189,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,CBR1,873,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,RAD9A,5883,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,RNF213,57674,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,KIF5A,3798,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,PTPN3,5774,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,ILK,3611,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,MOK,5891,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,FANCF,2188,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,C1S,716,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,ADA2,51816,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,BCKDK,10295,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,CD9,928,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,CARS1,833,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,AMPD2,271,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,EEPD1,80820,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,HACE1,57531,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,PTPRF,5792,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,SMO,6608,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,CNGA3,1261,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,HERC5,51191,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,AURKA,6790,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,TAP2,6891,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,KCNQ4,9132,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,BIRC3,330,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,PDE3A,5139,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,ALPK1,80216,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,GTSE1,51512,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,BUB1,699,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,PTPRD,5789,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,FBXL14,144699,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,HPS1,3257,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,SENP1,29843,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,HCFC1,3054,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,PPP3CA,5530,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,LPAR1,1902,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,XRCC6,2547,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,RFC5,5985,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,HECTD3,79654,HeLa,17000754,GenomeRNAi,0.5
ABCC1,4363,SOD2,6648,HeLa,17000754,GenomeRNAi,0.5
